movieId,title,genres,title_original,genres_original,title_display,title_clean,title_for_matching,genres_for_matching,genre_action,genre_adventure,genre_animation,genre_children,genre_comedy,genre_crime,genre_documentary,genre_drama,genre_fantasy,genre_filmnoir,genre_horror,genre_imax,genre_musical,genre_mystery,genre_romance,genre_scifi,genre_thriller,genre_war,genre_western
60896,Godless Girl The (1929),Drama,"Godless Girl, The (1929)",Drama,Godless Girl The (1929),Godless Girl The (1929),godless girl the,drama,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0
60930,Frozen City (Valkoinen kaupunki) (2006),Drama,Frozen City (Valkoinen kaupunki) (2006),Drama,Frozen City (Valkoinen kaupunki) (2006),Frozen City (Valkoinen kaupunki) (2006),frozen city valkoinen kaupunki,drama,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0
60937,Mummy Tomb of the Dragon Emperor The (2008),Action|Adventure|Fantasy|Thriller,"Mummy: Tomb of the Dragon Emperor, The (2008)",Action|Adventure|Fantasy|Thriller,Mummy Tomb of the Dragon Emperor The (2008),Mummy Tomb of the Dragon Emperor The (2008),mummy tomb of the dragon emperor the,action adventure fantasy thriller,1,1,0,0,0,0,0,0,1,0,0,0,0,0,0,0,1,0,0
60939,Swing Vote (2008),Comedy|Drama,Swing Vote (2008),Comedy|Drama,Swing Vote (2008),Swing Vote (2008),swing vote,comedy drama,0,0,0,0,1,0,0,1,0,0,0,0,0,0,0,0,0,0,0
60941,Midnight Meat Train The (2008),Horror|Mystery|Thriller,"Midnight Meat Train, The (2008)",Horror|Mystery|Thriller,Midnight Meat Train The (2008),Midnight Meat Train The (2008),midnight meat train the,horror mystery thriller,0,0,0,0,0,0,0,0,0,0,1,0,0,1,0,0,1,0,0
60943,Frozen River (2008),Drama,Frozen River (2008),Drama,Frozen River (2008),Frozen River (2008),frozen river,drama,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0
60946,Sixty Six (2006),Comedy|Drama,Sixty Six (2006),Comedy|Drama,Sixty Six (2006),Sixty Six (2006),sixty six,comedy drama,0,0,0,0,1,0,0,1,0,0,0,0,0,0,0,0,0,0,0
60948,Bottle Shock (2008),Drama,Bottle Shock (2008),Drama,Bottle Shock (2008),Bottle Shock (2008),bottle shock,drama,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0
60950,Vicky Cristina Barcelona (2008),Comedy|Drama|Romance,Vicky Cristina Barcelona (2008),Comedy|Drama|Romance,Vicky Cristina Barcelona (2008),Vicky Cristina Barcelona (2008),vicky cristina barcelona,comedy drama romance,0,0,0,0,1,0,0,1,0,0,0,0,0,0,1,0,0,0,0
60990,End of Summer The (Early Autumn) (Kohayagawake no aki) (1961),Drama,"End of Summer, The (Early Autumn) (Kohayagawa-ke no aki) (1961)",Drama,End of Summer The (Early Autumn) (Kohayagawake no aki) (1961),End of Summer The (Early Autumn) (Kohayagawake no aki) (1961),end of summer the early autumn kohayagawake no aki,drama,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0
60992,Moment to Remember A (Nae meorisokui jiwoogae) (2004),Drama|Romance,"Moment to Remember, A (Nae meorisokui jiwoogae) (2004)",Drama|Romance,Moment to Remember A (Nae meorisokui jiwoogae) (2004),Moment to Remember A (Nae meorisokui jiwoogae) (2004),moment to remember a nae meorisokui jiwoogae,drama romance,0,0,0,0,0,0,0,1,0,0,0,0,0,0,1,0,0,0,0
61004,Year of the Gun (1991),Action|Romance|Thriller,Year of the Gun (1991),Action|Romance|Thriller,Year of the Gun (1991),Year of the Gun (1991),year of the gun,action romance thriller,1,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,1,0,0
61009,Inside Paris (Dans Paris) (2006),Drama,Inside Paris (Dans Paris) (2006),Drama,Inside Paris (Dans Paris) (2006),Inside Paris (Dans Paris) (2006),inside paris dans paris,drama,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0
61011,Walker The (2007),Drama|Mystery,"Walker, The (2007)",Drama|Mystery,Walker The (2007),Walker The (2007),walker the,drama mystery,0,0,0,0,0,0,0,1,0,0,0,0,0,1,0,0,0,0,0
61013,Absolute Giganten (1999),Action|Comedy|Drama|Romance,Absolute Giganten (1999),Action|Comedy|Drama|Romance,Absolute Giganten (1999),Absolute Giganten (1999),absolute giganten,action comedy drama romance,1,0,0,0,1,0,0,1,0,0,0,0,0,0,1,0,0,0,0
61018,Peppermint Candy (Bakha satang) (1999),Drama,Peppermint Candy (Bakha satang) (1999),Drama,Peppermint Candy (Bakha satang) (1999),Peppermint Candy (Bakha satang) (1999),peppermint candy bakha satang,drama,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0
61024,Pineapple Express (2008),Action|Comedy|Crime,Pineapple Express (2008),Action|Comedy|Crime,Pineapple Express (2008),Pineapple Express (2008),pineapple express,action comedy crime,1,0,0,0,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0
61026,Red Cliff (Chi bi) (2008),Action|Adventure|Drama|War,Red Cliff (Chi bi) (2008),Action|Adventure|Drama|War,Red Cliff (Chi bi) (2008),Red Cliff (Chi bi) (2008),red cliff chi bi,action adventure drama war,1,1,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,1,0
61031,Worlds Greatest Lover The (1977),Comedy,"World's Greatest Lover, The (1977)",Comedy,Worlds Greatest Lover The (1977),Worlds Greatest Lover The (1977),worlds greatest lover the,comedy,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0
61035,W Delta Z (aka The Killing Gene) (2007),Crime|Horror|Thriller,W Delta Z (a.k.a. The Killing Gene) (2007),Crime|Horror|Thriller,W Delta Z (aka The Killing Gene) (2007),W Delta Z (aka The Killing Gene) (2007),w delta z aka the killing gene,crime horror thriller,0,0,0,0,0,1,0,0,0,0,1,0,0,0,0,0,1,0,0
61037,Silent Light (Stellet licht) (2007),Drama,Silent Light (Stellet licht) (2007),Drama,Silent Light (Stellet licht) (2007),Silent Light (Stellet licht) (2007),silent light stellet licht,drama,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0
61041,Take The (2007),Crime|Drama,"Take, The (2007)",Crime|Drama,Take The (2007),Take The (2007),take the,crime drama,0,0,0,0,0,1,0,1,0,0,0,0,0,0,0,0,0,0,0
61071,Sisterhood of the Traveling Pants 2 The (2008),Adventure|Comedy|Drama|Romance,"Sisterhood of the Traveling Pants 2, The (2008)",Adventure|Comedy|Drama|Romance,Sisterhood of the Traveling Pants 2 The (2008),Sisterhood of the Traveling Pants 2 The (2008),sisterhood of the traveling pants 2 the,adventure comedy drama romance,0,1,0,0,1,0,0,1,0,0,0,0,0,0,1,0,0,0,0
61073,Hell Ride (2008),Action|Drama|Thriller,Hell Ride (2008),Action|Drama|Thriller,Hell Ride (2008),Hell Ride (2008),hell ride,action drama thriller,1,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,1,0,0
61075,Elegy (2008),Drama|Romance,Elegy (2008),Drama|Romance,Elegy (2008),Elegy (2008),elegy,drama romance,0,0,0,0,0,0,0,1,0,0,0,0,0,0,1,0,0,0,0
61083,Good Humor Man The (2005),Drama|Romance,"Good Humor Man, The (2005)",Drama|Romance,Good Humor Man The (2005),Good Humor Man The (2005),good humor man the,drama romance,0,0,0,0,0,0,0,1,0,0,0,0,0,0,1,0,0,0,0
61100,Still Life (Sanxia haoren) (2006),Drama|Romance,Still Life (Sanxia haoren) (2006),Drama|Romance,Still Life (Sanxia haoren) (2006),Still Life (Sanxia haoren) (2006),still life sanxia haoren,drama romance,0,0,0,0,0,0,0,1,0,0,0,0,0,0,1,0,0,0,0
61110,Quid Pro Quo (2008),Drama|Thriller,Quid Pro Quo (2008),Drama|Thriller,Quid Pro Quo (2008),Quid Pro Quo (2008),quid pro quo,drama thriller,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,1,0,0
61116,Black Caesar (1973),Crime|Drama,Black Caesar (1973),Crime|Drama,Black Caesar (1973),Black Caesar (1973),black caesar,crime drama,0,0,0,0,0,1,0,1,0,0,0,0,0,0,0,0,0,0,0
61123,High School Musical 2 (2007),Comedy|Drama|Musical|Romance,High School Musical 2 (2007),Comedy|Drama|Musical|Romance,High School Musical 2 (2007),High School Musical 2 (2007),high school musical 2,comedy drama musical romance,0,0,0,0,1,0,0,1,0,0,0,0,1,0,1,0,0,0,0
61132,Tropic Thunder (2008),Action|Adventure|Comedy|War,Tropic Thunder (2008),Action|Adventure|Comedy|War,Tropic Thunder (2008),Tropic Thunder (2008),tropic thunder,action adventure comedy war,1,1,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,1,0
61136,Objective The (2008),Horror|Sci-Fi|Thriller|War,"Objective, The (2008)",Horror|Sci-Fi|Thriller|War,Objective The (2008),Objective The (2008),objective the,horror scifi thriller war,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,1,1,1,0
61160,Star Wars The Clone Wars (2008),Action|Adventure|Animation|Sci-Fi,Star Wars: The Clone Wars (2008),Action|Adventure|Animation|Sci-Fi,Star Wars The Clone Wars (2008),Star Wars The Clone Wars (2008),star wars the clone wars,action adventure animation scifi,1,1,1,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0
61167,Henry Poole is Here (2008),Drama|Mystery,Henry Poole is Here (2008),Drama|Mystery,Henry Poole is Here (2008),Henry Poole is Here (2008),henry poole is here,drama mystery,0,0,0,0,0,0,0,1,0,0,0,0,0,1,0,0,0,0,0
61206,In the City of Sylvia (En la ciudad de Sylvia) (2007),Drama,In the City of Sylvia (En la ciudad de Sylvia) (2007),Drama,In the City of Sylvia (En la ciudad de Sylvia) (2007),In the City of Sylvia (En la ciudad de Sylvia) (2007),in the city of sylvia en la ciudad de sylvia,drama,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0
61210,Mutant Chronicles (2008),Action|Adventure|Sci-Fi,Mutant Chronicles (2008),Action|Adventure|Sci-Fi,Mutant Chronicles (2008),Mutant Chronicles (2008),mutant chronicles,action adventure scifi,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0
61215,13 Beloved (13 game sayawng) (2006),Horror|Mystery|Thriller,13 Beloved (13 game sayawng) (2006),Horror|Mystery|Thriller,13 Beloved (13 game sayawng) (2006),13 Beloved (13 game sayawng) (2006),13 beloved 13 game sayawng,horror mystery thriller,0,0,0,0,0,0,0,0,0,0,1,0,0,1,0,0,1,0,0
61236,Waltz with Bashir (Vals im Bashir) (2008),Animation|Documentary|Drama|War,Waltz with Bashir (Vals im Bashir) (2008),Animation|Documentary|Drama|War,Waltz with Bashir (Vals im Bashir) (2008),Waltz with Bashir (Vals im Bashir) (2008),waltz with bashir vals im bashir,animation documentary drama war,0,0,1,0,0,0,1,1,0,0,0,0,0,0,0,0,0,1,0
61240,Let the Right One In (Lt den rtte komma in) (2008),Drama|Fantasy|Horror|Romance,Let the Right One In (Låt den rätte komma in) (2008),Drama|Fantasy|Horror|Romance,Let the Right One In (Lt den rtte komma in) (2008),Let the Right One In (Lt den rtte komma in) (2008),let the right one in lt den rtte komma in,drama fantasy horror romance,0,0,0,0,0,0,0,1,1,0,1,0,0,0,1,0,0,0,0
61246,Hamlet 2 (2008),Comedy,Hamlet 2 (2008),Comedy,Hamlet 2 (2008),Hamlet 2 (2008),hamlet 2,comedy,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0
61248,Death Race (2008),Action|Adventure|Sci-Fi|Thriller,Death Race (2008),Action|Adventure|Sci-Fi|Thriller,Death Race (2008),Death Race (2008),death race,action adventure scifi thriller,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,0,0
61250,House Bunny The (2008),Comedy,"House Bunny, The (2008)",Comedy,House Bunny The (2008),House Bunny The (2008),house bunny the,comedy,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0
61253,Longshots The (2008),Drama,"Longshots, The (2008)",Drama,Longshots The (2008),Longshots The (2008),longshots the,drama,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0
61255,Rocker The (2008),Comedy,"Rocker, The (2008)",Comedy,Rocker The (2008),Rocker The (2008),rocker the,comedy,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0
61257,IOUSA (aka IOUSA) (2008),Documentary,I.O.U.S.A. (a.k.a. IOUSA) (2008),Documentary,IOUSA (aka IOUSA) (2008),IOUSA (aka IOUSA) (2008),iousa aka iousa,documentary,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0
61262,Mirrors (2008),Horror|Mystery|Thriller,Mirrors (2008),Horror|Mystery|Thriller,Mirrors (2008),Mirrors (2008),mirrors,horror mystery thriller,0,0,0,0,0,0,0,0,0,0,1,0,0,1,0,0,1,0,0
61264,Girl Cut in Two The (Fille coupe en deux La) (2007),Drama|Thriller,"Girl Cut in Two, The (Fille coupée en deux, La) (2007)",Drama|Thriller,Girl Cut in Two The (Fille coupe en deux La) (2007),Girl Cut in Two The (Fille coupe en deux La) (2007),girl cut in two the fille coupe en deux la,drama thriller,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,1,0,0
61267,Fly Me to the Moon (2008),Adventure|Animation|Children|IMAX,Fly Me to the Moon (2008),Adventure|Animation|Children|IMAX,Fly Me to the Moon (2008),Fly Me to the Moon (2008),fly me to the moon,adventure animation children imax,0,1,1,1,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0
61269,Trumbo (2007),Documentary,Trumbo (2007),Documentary,Trumbo (2007),Trumbo (2007),trumbo,documentary,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0
61279,Variety Lights (1950),Drama,Variety Lights (1950),Drama,Variety Lights (1950),Variety Lights (1950),variety lights,drama,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0
61285,Path to War (2002),Drama,Path to War (2002),Drama,Path to War (2002),Path to War (2002),path to war,drama,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0
61289,Sukiyaki Western Django (2008),Action|Western,Sukiyaki Western Django (2008),Action|Western,Sukiyaki Western Django (2008),Sukiyaki Western Django (2008),sukiyaki western django,action western,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1
61301,American Zombie (2007),Comedy|Horror,American Zombie (2007),Comedy|Horror,American Zombie (2007),American Zombie (2007),american zombie,comedy horror,0,0,0,0,1,0,0,0,0,0,1,0,0,0,0,0,0,0,0
61312,Noise (2007),Comedy|Drama,Noise (2007),Comedy|Drama,Noise (2007),Noise (2007),noise,comedy drama,0,0,0,0,1,0,0,1,0,0,0,0,0,0,0,0,0,0,0
61317,Feed (2005),Action|Crime|Mystery|Thriller,Feed (2005),Action|Crime|Mystery|Thriller,Feed (2005),Feed (2005),feed,action crime mystery thriller,1,0,0,0,0,1,0,0,0,0,0,0,0,1,0,0,1,0,0
61319,Somers Town (2008),Drama,Somers Town (2008),Drama,Somers Town (2008),Somers Town (2008),somers town,drama,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0
61323,Burn After Reading (2008),Comedy|Crime|Drama,Burn After Reading (2008),Comedy|Crime|Drama,Burn After Reading (2008),Burn After Reading (2008),burn after reading,comedy crime drama,0,0,0,0,1,1,0,1,0,0,0,0,0,0,0,0,0,0,0
61348,Disaster Movie (2008),Comedy,Disaster Movie (2008),Comedy,Disaster Movie (2008),Disaster Movie (2008),disaster movie,comedy,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0
61350,Babylon AD (2008),Action|Adventure|Sci-Fi|Thriller,Babylon A.D. (2008),Action|Adventure|Sci-Fi|Thriller,Babylon AD (2008),Babylon AD (2008),babylon ad,action adventure scifi thriller,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,0,0
61352,Traitor (2008),Crime|Drama|Thriller,Traitor (2008),Crime|Drama|Thriller,Traitor (2008),Traitor (2008),traitor,crime drama thriller,0,0,0,0,0,1,0,1,0,0,0,0,0,0,0,0,1,0,0
61354,College (2008),Comedy,College (2008),Comedy,College (2008),College (2008),college,comedy,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0
61357,Trouble the Water (2008),Documentary,Trouble the Water (2008),Documentary,Trouble the Water (2008),Trouble the Water (2008),trouble the water,documentary,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0
61361,Women The (2008),Comedy|Drama,"Women, The (2008)",Comedy|Drama,Women The (2008),Women The (2008),women the,comedy drama,0,0,0,0,1,0,0,1,0,0,0,0,0,0,0,0,0,0,0
61373,Woman in Black The (1989),Horror|Mystery,"Woman in Black, The (1989)",Horror|Mystery,Woman in Black The (1989),Woman in Black The (1989),woman in black the,horror mystery,0,0,0,0,0,0,0,0,0,0,1,0,0,1,0,0,0,0,0
61396,Sergeant Rutledge (1960),Crime|Western,Sergeant Rutledge (1960),Crime|Western,Sergeant Rutledge (1960),Sergeant Rutledge (1960),sergeant rutledge,crime western,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,1
61398,Mother of Tears The Third Mother (Terza madre La) (2007),Fantasy|Horror|Thriller,"Mother of Tears: The Third Mother (Terza madre, La) (2007)",Fantasy|Horror|Thriller,Mother of Tears The Third Mother (Terza madre La) (2007),Mother of Tears The Third Mother (Terza madre La) (2007),mother of tears the third mother terza madre la,fantasy horror thriller,0,0,0,0,0,0,0,0,1,0,1,0,0,0,0,0,1,0,0
61401,Spirit The (2008),Action|Comedy|Fantasy|Thriller,"Spirit, The (2008)",Action|Comedy|Fantasy|Thriller,Spirit The (2008),Spirit The (2008),spirit the,action comedy fantasy thriller,1,0,0,0,1,0,0,0,1,0,0,0,0,0,0,0,1,0,0
61406,John Adams (2008),Drama,John Adams (2008),Drama,John Adams (2008),John Adams (2008),john adams,drama,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0
61414,Tobacco Road (1941),Comedy|Drama,Tobacco Road (1941),Comedy|Drama,Tobacco Road (1941),Tobacco Road (1941),tobacco road,comedy drama,0,0,0,0,1,0,0,1,0,0,0,0,0,0,0,0,0,0,0
61434,Oh What a Lovely War (1969),Musical|War,Oh! What a Lovely War (1969),Musical|War,Oh What a Lovely War (1969),Oh What a Lovely War (1969),oh what a lovely war,musical war,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,1,0
61449,Burning Plain The (2008),Drama|Romance,"Burning Plain, The (2008)",Drama|Romance,Burning Plain The (2008),Burning Plain The (2008),burning plain the,drama romance,0,0,0,0,0,0,0,1,0,0,0,0,0,0,1,0,0,0,0
61451,Seventh Cross The (1944),Drama|War,"Seventh Cross, The (1944)",Drama|War,Seventh Cross The (1944),Seventh Cross The (1944),seventh cross the,drama war,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,1,0
61465,Bangkok Dangerous (2008),Action|Crime|Thriller,Bangkok Dangerous (2008),Action|Crime|Thriller,Bangkok Dangerous (2008),Bangkok Dangerous (2008),bangkok dangerous,action crime thriller,1,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,1,0,0
61467,Everybody Wants to Be Italian (2007),Comedy|Romance,Everybody Wants to Be Italian (2007),Comedy|Romance,Everybody Wants to Be Italian (2007),Everybody Wants to Be Italian (2007),everybody wants to be italian,comedy romance,0,0,0,0,1,0,0,0,0,0,0,0,0,0,1,0,0,0,0
61470,Boys in Company C The (1978),Drama|War,"Boys in Company C, The (1978)",Drama|War,Boys in Company C The (1978),Boys in Company C The (1978),boys in company c the,drama war,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,1,0
61473,Secret A (Un secret) (2007),Drama|War,"Secret, A (Un secret) (2007)",Drama|War,Secret A (Un secret) (2007),Secret A (Un secret) (2007),secret a un secret,drama war,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,1,0
61475,August Evening (2007),Drama,August Evening (2007),Drama,August Evening (2007),August Evening (2007),august evening,drama,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0
61493,Flash Point (aka Flashpoint) (Dou fo sin) (2007),Action,Flash Point (a.k.a. Flashpoint) (Dou fo sin) (2007),Action,Flash Point (aka Flashpoint) (Dou fo sin) (2007),Flash Point (aka Flashpoint) (Dou fo sin) (2007),flash point aka flashpoint dou fo sin,action,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
61553,Fifth Commandment The (2008),Action|Comedy|Crime|Drama|Thriller,"Fifth Commandment, The (2008)",Action|Comedy|Crime|Drama|Thriller,Fifth Commandment The (2008),Fifth Commandment The (2008),fifth commandment the,action comedy crime drama thriller,1,0,0,0,1,1,0,1,0,0,0,0,0,0,0,0,1,0,0
61560,Thats Black Entertainment (1990),Documentary,That's Black Entertainment (1990),Documentary,Thats Black Entertainment (1990),Thats Black Entertainment (1990),thats black entertainment,documentary,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0
61567,Kummeli Alivuokralainen (2008),Comedy,Kummeli Alivuokralainen (2008),Comedy,Kummeli Alivuokralainen (2008),Kummeli Alivuokralainen (2008),kummeli alivuokralainen,comedy,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0
61569,Jammed The (2007),Drama|Thriller,"Jammed, The (2007)",Drama|Thriller,Jammed The (2007),Jammed The (2007),jammed the,drama thriller,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,1,0,0
61586,Half Life of Timofey Berezin The (PU239) (2006),Drama,"Half Life of Timofey Berezin, The (PU-239) (2006)",Drama,Half Life of Timofey Berezin The (PU239) (2006),Half Life of Timofey Berezin The (PU239) (2006),half life of timofey berezin the pu239,drama,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0
61628,Sunflower (Xiang ri kui) (2005),Drama,Sunflower (Xiang ri kui) (2005),Drama,Sunflower (Xiang ri kui) (2005),Sunflower (Xiang ri kui) (2005),sunflower xiang ri kui,drama,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0
61634,Son of Lassie (1945),Children|Drama,Son of Lassie (1945),Children|Drama,Son of Lassie (1945),Son of Lassie (1945),son of lassie,children drama,0,0,0,1,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0
61638,Flu Bird Horror (2008),Horror|Thriller,Flu Bird Horror (2008),Horror|Thriller,Flu Bird Horror (2008),Flu Bird Horror (2008),flu bird horror,horror thriller,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,1,0,0
61646,DarkBlueAlmostBlack (Azuloscurocasinegro) (2006),Drama|Romance,DarkBlueAlmostBlack (Azuloscurocasinegro) (2006),Drama|Romance,DarkBlueAlmostBlack (Azuloscurocasinegro) (2006),DarkBlueAlmostBlack (Azuloscurocasinegro) (2006),darkbluealmostblack azuloscurocasinegro,drama romance,0,0,0,0,0,0,0,1,0,0,0,0,0,0,1,0,0,0,0
61678,Foot Fist Way The (2006),Comedy,"Foot Fist Way, The (2006)",Comedy,Foot Fist Way The (2006),Foot Fist Way The (2006),foot fist way the,comedy,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0
61692,Altered (2006),Horror|Sci-Fi|Thriller,Altered (2006),Horror|Sci-Fi|Thriller,Altered (2006),Altered (2006),altered,horror scifi thriller,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,1,1,0,0
61695,Ladrones (2007),Drama,Ladrones (2007),Drama,Ladrones (2007),Ladrones (2007),ladrones,drama,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0
61697,Righteous Kill (2008),Crime|Mystery|Thriller,Righteous Kill (2008),Crime|Mystery|Thriller,Righteous Kill (2008),Righteous Kill (2008),righteous kill,crime mystery thriller,0,0,0,0,0,1,0,0,0,0,0,0,0,1,0,0,1,0,0
61705,Lakeview Terrace (2008),Drama|Thriller,Lakeview Terrace (2008),Drama|Thriller,Lakeview Terrace (2008),Lakeview Terrace (2008),lakeview terrace,drama thriller,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,1,0,0
61707,Ladrn que roba a ladrn (2007),Action|Adventure|Comedy|Crime,Ladrón que roba a ladrón (2007),Action|Adventure|Comedy|Crime,Ladrn que roba a ladrn (2007),Ladrn que roba a ladrn (2007),ladrn que roba a ladrn,action adventure comedy crime,1,1,0,0,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0
61724,Shadows in Paradise (Varjoja paratiisissa) (1986),Comedy|Romance,Shadows in Paradise (Varjoja paratiisissa) (1986),Comedy|Romance,Shadows in Paradise (Varjoja paratiisissa) (1986),Shadows in Paradise (Varjoja paratiisissa) (1986),shadows in paradise varjoja paratiisissa,comedy romance,0,0,0,0,1,0,0,0,0,0,0,0,0,0,1,0,0,0,0
61729,Ghost Town (2008),Comedy|Fantasy|Romance,Ghost Town (2008),Comedy|Fantasy|Romance,Ghost Town (2008),Ghost Town (2008),ghost town,comedy fantasy romance,0,0,0,0,1,0,0,0,1,0,0,0,0,0,1,0,0,0,0
61742,Maradona by Kusturica (2008),Documentary,Maradona by Kusturica (2008),Documentary,Maradona by Kusturica (2008),Maradona by Kusturica (2008),maradona by kusturica,documentary,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0
61768,Accused (Anklaget) (2005),Drama,Accused (Anklaget) (2005),Drama,Accused (Anklaget) (2005),Accused (Anklaget) (2005),accused anklaget,drama,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0
61816,ImportExport (2007),Drama,Import/Export (2007),Drama,ImportExport (2007),ImportExport (2007),importexport,drama,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0
61818,Crow The Wicked Prayer (2005),Action|Adventure|Fantasy|Thriller,"Crow, The: Wicked Prayer (2005)",Action|Adventure|Fantasy|Thriller,Crow The Wicked Prayer (2005),Crow The Wicked Prayer (2005),crow the wicked prayer,action adventure fantasy thriller,1,1,0,0,0,0,0,0,1,0,0,0,0,0,0,0,1,0,0
61862,In Bed (En la cama) (2005),Drama,In Bed (En la cama) (2005),Drama,In Bed (En la cama) (2005),In Bed (En la cama) (2005),in bed en la cama,drama,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0
61868,Jam (2006),Drama,Jam (2006),Drama,Jam (2006),Jam (2006),jam,drama,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0
61913,Africa addio (1966),Documentary,Africa addio (1966),Documentary,Africa addio (1966),Africa addio (1966),africa addio,documentary,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0
61931,Private Parts (1972),Horror|Thriller,Private Parts (1972),Horror|Thriller,Private Parts (1972),Private Parts (1972),private parts,horror thriller,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,1,0,0
61934,Freebie and the Bean (1974),Action|Comedy,Freebie and the Bean (1974),Action|Comedy,Freebie and the Bean (1974),Freebie and the Bean (1974),freebie and the bean,action comedy,1,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0
61937,Sawdust and Tinsel (Gycklarnas afton) (1953),Drama,Sawdust and Tinsel (Gycklarnas afton) (1953),Drama,Sawdust and Tinsel (Gycklarnas afton) (1953),Sawdust and Tinsel (Gycklarnas afton) (1953),sawdust and tinsel gycklarnas afton,drama,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0
61941,Humboldt County (2008),Comedy|Drama,Humboldt County (2008),Comedy|Drama,Humboldt County (2008),Humboldt County (2008),humboldt county,comedy drama,0,0,0,0,1,0,0,1,0,0,0,0,0,0,0,0,0,0,0
